customer_id,age,gender,region,product,category,purchase_channel,payment_method,order_value_inr,rating,issue_type,issue_resolved,feedback,review,customer_emotion,customer_happy,review_date
CUST02343,44,Female,South,Laptop,Computers,Store,UPI,803.47,5,Late Delivery,Yes,Great value for money. The laptop is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2026-01-01
CUST02344,19,Other,West,Camera,Photography,Marketplace,Debit Card,1533.3,5,Damaged Product,Yes,Great value for money. The camera is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2025-04-02
CUST02345,56,Female,West,Headphones,Audio,Marketplace,Net Banking,3147.04,4,Damaged Product,No,"Wow, the headphones arrived much earlier than promised.",Unexpectedly fast delivery.,Surprise,Yes,2026-02-09
CUST02346,39,Male,Central,Smartphone,Electronics,Website,Net Banking,782.2,3,Wrong Item,Yes,The smartphone stopped working sooner than expected and support was slow.,Disappointed with the purchase.,Sad,No,2026-04-13
CUST02347,37,Male,East,Mouse,Accessories,Mobile App,Debit Card,461.23,2,Late Delivery,Yes,The mouse stopped working sooner than expected and support was slow.,Disappointed with the purchase.,Sad,No,2026-03-16
CUST02348,51,Other,East,Tablet,Electronics,Marketplace,Debit Card,1653.12,5,Poor Quality,No,Great value for money. The tablet is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2026-03-21
CUST02349,19,Female,East,Camera,Photography,Store,Net Banking,1843.45,3,Damaged Product,Yes,The camera stopped working sooner than expected and support was slow.,Disappointed with the purchase.,Sad,No,2025-11-10
CUST02350,24,Female,West,Smartwatch,Wearables,Mobile App,Credit Card,1101.01,5,Support Delay,Yes,Loved the smartwatch! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-09-30
CUST02351,37,Male,East,Speaker,Audio,Mobile App,Debit Card,762.97,2,Wrong Item,No,I am disappointed with the speaker. It did not meet my expectations.,The experience made me unhappy.,Sad,No,2026-04-23
CUST02352,39,Other,East,Laptop,Computers,Marketplace,Cash on Delivery,2092.98,4,Late Delivery,No,I did not expect the laptop to be this good. What a pleasant surprise!,Surprisingly better than expected.,Surprise,Yes,2025-09-27
CUST02353,26,Male,East,Smartwatch,Wearables,Store,Cash on Delivery,1545.69,3,Wrong Item,No,I expected better quality from this smartwatch.,I feel let down by the product.,Sad,No,2026-02-15
CUST02354,37,Male,West,Tablet,Electronics,Store,Debit Card,665.49,5,Poor Quality,Yes,I did not expect the tablet to be this good. What a pleasant surprise!,Surprisingly better than expected.,Surprise,Yes,2025-11-18
CUST02355,40,Other,North,Headphones,Audio,Store,Cash on Delivery,1132.19,1,Support Delay,No,I am extremely angry. The headphones arrived damaged and support did not help.,Terrible service and unacceptable experience.,Angry,No,2026-05-15
CUST02356,20,Male,Central,Camera,Photography,Store,UPI,455.5,4,Late Delivery,No,Great value for money. The camera is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2025-06-21
CUST02357,46,Male,East,Smartwatch,Wearables,Website,Cash on Delivery,1712.7,5,None,No,I did not expect the smartwatch to be this good. What a pleasant surprise!,Surprisingly better than expected.,Surprise,Yes,2026-02-15
CUST02358,64,Female,Central,Speaker,Audio,Marketplace,Credit Card,924.77,5,Damaged Product,Yes,Loved the speaker! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-12-24
CUST02359,49,Female,East,Camera,Photography,Marketplace,UPI,826.16,2,None,No,I expected better quality from this camera.,I feel let down by the product.,Sad,No,2025-01-27
CUST02360,47,Female,Central,Smartwatch,Wearables,Website,UPI,1073.45,5,None,No,Great value for money. The smartwatch is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2025-02-06
CUST02361,49,Other,West,Keyboard,Accessories,Mobile App,Net Banking,1125.74,5,Damaged Product,No,Loved the keyboard! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-04-11
CUST02362,55,Male,Central,Keyboard,Accessories,Marketplace,Cash on Delivery,1961.97,4,Poor Quality,Yes,Great value for money. The keyboard is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2025-12-28
CUST02363,63,Other,Central,Smartwatch,Wearables,Marketplace,UPI,1610.35,5,Poor Quality,Yes,Loved the smartwatch! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2026-04-11
CUST02364,67,Male,South,Headphones,Audio,Mobile App,Debit Card,990.62,3,None,Yes,I am disappointed with the headphones. It did not meet my expectations.,The experience made me unhappy.,Sad,No,2025-01-08
CUST02365,37,Male,West,Laptop,Computers,Store,Net Banking,1801.52,2,Late Delivery,No,The laptop stopped working sooner than expected and support was slow.,Disappointed with the purchase.,Sad,No,2026-02-19
CUST02366,46,Male,East,Smartwatch,Wearables,Website,Credit Card,1422.94,5,Support Delay,Yes,Loved the smartwatch! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-02-22
CUST02367,41,Other,South,Mouse,Accessories,Marketplace,UPI,831.07,5,Wrong Item,Yes,Great value for money. The mouse is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2025-12-17
CUST02368,69,Other,East,Headphones,Audio,Website,Credit Card,1011.24,2,Wrong Item,No,I expected better quality from this headphones.,I feel let down by the product.,Sad,No,2026-03-16
CUST02369,30,Male,North,Speaker,Audio,Store,Credit Card,995.91,4,Damaged Product,Yes,I am very happy with the speaker. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2026-01-22
CUST02370,39,Other,East,Laptop,Computers,Marketplace,Debit Card,1522.97,2,Poor Quality,No,I am extremely angry. The laptop arrived damaged and support did not help.,Terrible service and unacceptable experience.,Angry,No,2025-10-07
CUST02371,61,Female,East,Keyboard,Accessories,Store,UPI,863.88,2,None,Yes,The keyboard stopped working sooner than expected and support was slow.,Disappointed with the purchase.,Sad,No,2026-06-30
CUST02372,50,Male,East,Camera,Photography,Mobile App,UPI,850.85,1,Late Delivery,Yes,I am extremely angry. The camera arrived damaged and support did not help.,Terrible service and unacceptable experience.,Angry,No,2025-08-10
CUST02373,52,Female,West,Mouse,Accessories,Website,Debit Card,3942.98,1,Poor Quality,Yes,This is unacceptable. I received the wrong mouse.,Very angry and frustrated.,Angry,No,2025-06-19
CUST02374,30,Male,East,Smartphone,Electronics,Store,UPI,2019.95,5,None,Yes,I am very happy with the smartphone. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2025-07-09
CUST02375,30,Male,Central,Mouse,Accessories,Marketplace,Cash on Delivery,668.88,2,Damaged Product,No,I am disappointed with the mouse. It did not meet my expectations.,The experience made me unhappy.,Sad,No,2026-05-10
CUST02376,45,Male,Central,Smartphone,Electronics,Mobile App,Cash on Delivery,1589.4,5,Poor Quality,Yes,Great value for money. The smartphone is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2026-01-18
CUST02377,58,Female,South,Smartphone,Electronics,Website,Cash on Delivery,1184.32,5,Late Delivery,Yes,Loved the smartphone! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-10-16
CUST02378,60,Female,North,Monitor,Computers,Marketplace,Net Banking,1414.47,2,Late Delivery,Yes,This is unacceptable. I received the wrong monitor.,Very angry and frustrated.,Angry,No,2025-08-20
CUST02379,34,Other,West,Headphones,Audio,Marketplace,Debit Card,1199.03,5,None,Yes,Loved the headphones! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2026-02-15
CUST02380,42,Female,Central,Smartphone,Electronics,Website,Net Banking,2376.22,1,Support Delay,No,Worst purchase ever! The smartphone is defective and nobody resolved my complaint.,I am furious with the service.,Angry,No,2025-01-16
CUST02381,63,Other,West,Smartwatch,Wearables,Website,UPI,1372.86,2,Wrong Item,Yes,Worst purchase ever! The smartwatch is defective and nobody resolved my complaint.,I am furious with the service.,Angry,No,2026-01-18
CUST02382,55,Female,West,Monitor,Computers,Website,Cash on Delivery,1053.26,1,Damaged Product,Yes,This is unacceptable. I received the wrong monitor.,Very angry and frustrated.,Angry,No,2025-05-01
CUST02383,64,Male,East,Camera,Photography,Mobile App,Cash on Delivery,2159.05,5,None,Yes,I did not expect the camera to be this good. What a pleasant surprise!,Surprisingly better than expected.,Surprise,Yes,2025-06-28
CUST02384,41,Female,Central,Laptop,Computers,Website,Credit Card,1276.19,5,Wrong Item,Yes,Loved the laptop! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-07-23
CUST02385,61,Other,North,Camera,Photography,Website,Cash on Delivery,1186.73,4,Damaged Product,No,Great value for money. The camera is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2025-09-03
CUST02386,42,Other,South,Camera,Photography,Store,UPI,1344.95,2,None,Yes,I am disappointed with the camera. It did not meet my expectations.,The experience made me unhappy.,Sad,No,2025-03-25
CUST02387,30,Male,Central,Tablet,Electronics,Store,Debit Card,1031.9,4,Wrong Item,No,I am very happy with the tablet. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2025-01-13
CUST02388,49,Male,West,Smartwatch,Wearables,Website,Credit Card,1103.23,2,None,No,The smartwatch stopped working sooner than expected and support was slow.,Disappointed with the purchase.,Sad,No,2026-02-25
CUST02389,26,Female,West,Monitor,Computers,Website,Debit Card,748.93,1,None,No,Worst purchase ever! The monitor is defective and nobody resolved my complaint.,I am furious with the service.,Angry,No,2025-09-17
CUST02390,31,Male,West,Monitor,Computers,Marketplace,Net Banking,673.0,2,Damaged Product,Yes,I am extremely angry. The monitor arrived damaged and support did not help.,Terrible service and unacceptable experience.,Angry,No,2026-04-10
CUST02391,18,Female,East,Keyboard,Accessories,Mobile App,Debit Card,573.02,5,Damaged Product,No,Loved the keyboard! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-08-27
CUST02392,32,Male,East,Laptop,Computers,Marketplace,Cash on Delivery,443.73,5,Damaged Product,No,Great value for money. The laptop is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2025-09-28
CUST02393,52,Male,Central,Camera,Photography,Store,Cash on Delivery,619.05,4,Support Delay,Yes,I am very happy with the camera. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2025-04-30
CUST02394,36,Male,West,Monitor,Computers,Website,Cash on Delivery,979.19,5,Wrong Item,No,I am very happy with the monitor. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2025-11-03
CUST02395,48,Other,West,Mouse,Accessories,Marketplace,Debit Card,1172.66,4,Poor Quality,No,"Wow, the mouse arrived much earlier than promised.",Unexpectedly fast delivery.,Surprise,Yes,2025-10-24
CUST02396,27,Male,West,Camera,Photography,Mobile App,Debit Card,919.34,5,Wrong Item,No,Loved the camera! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-10-02
CUST02397,61,Female,Central,Smartphone,Electronics,Store,Cash on Delivery,237.17,5,None,No,I am very happy with the smartphone. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2026-01-24
CUST02398,22,Male,Central,Speaker,Audio,Mobile App,Cash on Delivery,3051.78,5,Wrong Item,No,Great value for money. The speaker is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2025-02-04
CUST02399,47,Male,South,Speaker,Audio,Marketplace,Credit Card,2222.11,2,Poor Quality,Yes,The speaker stopped working sooner than expected and support was slow.,Disappointed with the purchase.,Sad,No,2026-05-24
CUST02400,60,Male,North,Mouse,Accessories,Marketplace,Credit Card,1465.2,3,Damaged Product,Yes,I expected better quality from this mouse.,I feel let down by the product.,Sad,No,2025-05-14
CUST02401,44,Other,South,Monitor,Computers,Store,Credit Card,3789.04,5,Late Delivery,Yes,Great value for money. The monitor is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2025-07-17
CUST02402,34,Female,West,Smartwatch,Wearables,Website,Cash on Delivery,580.98,4,Support Delay,Yes,I am very happy with the smartwatch. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2026-01-22
CUST02403,43,Other,East,Speaker,Audio,Mobile App,Credit Card,3740.43,5,Damaged Product,No,Loved the speaker! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2026-02-06
CUST02404,50,Female,South,Camera,Photography,Marketplace,UPI,585.58,5,None,No,I am very happy with the camera. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2025-09-29
CUST02405,67,Female,South,Tablet,Electronics,Website,UPI,1280.72,2,Wrong Item,Yes,I expected better quality from this tablet.,I feel let down by the product.,Sad,No,2025-09-20
CUST02406,38,Male,West,Headphones,Audio,Marketplace,Debit Card,479.15,2,Late Delivery,No,The headphones stopped working sooner than expected and support was slow.,Disappointed with the purchase.,Sad,No,2025-12-08
CUST02407,52,Female,North,Smartphone,Electronics,Mobile App,UPI,1107.16,5,Late Delivery,Yes,Loved the smartphone! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-06-22
CUST02408,57,Other,East,Laptop,Computers,Marketplace,Cash on Delivery,1409.53,4,Late Delivery,Yes,I am very happy with the laptop. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2026-04-29
CUST02409,30,Other,North,Speaker,Audio,Store,Credit Card,991.73,5,Damaged Product,No,I was surprised by the features and performance of the speaker.,The product surprised me in a good way.,Surprise,Yes,2026-02-23
CUST02410,37,Female,North,Headphones,Audio,Marketplace,UPI,1744.15,4,Late Delivery,Yes,Great value for money. The headphones is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2025-07-07
CUST02411,19,Female,North,Monitor,Computers,Website,Credit Card,1169.53,1,Wrong Item,No,This is unacceptable. I received the wrong monitor.,Very angry and frustrated.,Angry,No,2025-11-16
CUST02412,61,Male,North,Camera,Photography,Website,Cash on Delivery,780.89,4,Damaged Product,No,Great value for money. The camera is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2026-01-11
CUST02413,57,Male,North,Tablet,Electronics,Website,Debit Card,758.67,2,Poor Quality,No,I am disappointed with the tablet. It did not meet my expectations.,The experience made me unhappy.,Sad,No,2025-05-15
CUST02414,40,Male,West,Mouse,Accessories,Marketplace,Debit Card,1857.7,5,Damaged Product,Yes,Loved the mouse! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-02-22
CUST02415,36,Other,Central,Smartwatch,Wearables,Mobile App,Credit Card,716.99,2,None,No,I expected better quality from this smartwatch.,I feel let down by the product.,Sad,No,2026-06-04
CUST02416,43,Other,North,Mouse,Accessories,Marketplace,UPI,1988.25,4,None,No,I did not expect the mouse to be this good. What a pleasant surprise!,Surprisingly better than expected.,Surprise,Yes,2025-12-10
CUST02417,49,Male,East,Mouse,Accessories,Store,Net Banking,2427.85,4,Support Delay,Yes,Great value for money. The mouse is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2026-04-17
CUST02418,54,Female,West,Smartphone,Electronics,Marketplace,Credit Card,370.68,5,None,Yes,I am very happy with the smartphone. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2025-12-25
CUST02419,53,Other,East,Laptop,Computers,Mobile App,Credit Card,2290.22,4,Late Delivery,Yes,Great value for money. The laptop is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2026-04-06
CUST02420,55,Female,Central,Smartphone,Electronics,Mobile App,Net Banking,4185.05,5,None,No,Loved the smartphone! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2026-01-16
CUST02421,23,Female,Central,Camera,Photography,Mobile App,UPI,1291.81,4,Poor Quality,No,I am very happy with the camera. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2026-04-16
CUST02422,53,Female,South,Tablet,Electronics,Marketplace,Credit Card,1618.74,4,Poor Quality,Yes,Great value for money. The tablet is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2025-12-21
CUST02423,29,Female,Central,Speaker,Audio,Marketplace,Cash on Delivery,2151.79,1,Late Delivery,No,I am extremely angry. The speaker arrived damaged and support did not help.,Terrible service and unacceptable experience.,Angry,No,2026-04-18
CUST02424,30,Other,East,Mouse,Accessories,Store,Net Banking,916.84,5,Poor Quality,No,I am very happy with the mouse. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2025-06-18
CUST02425,43,Other,East,Speaker,Audio,Mobile App,Net Banking,1234.58,5,Support Delay,Yes,Loved the speaker! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-06-10
CUST02426,59,Female,South,Speaker,Audio,Store,Cash on Delivery,466.74,4,Wrong Item,No,I was surprised by the features and performance of the speaker.,The product surprised me in a good way.,Surprise,Yes,2025-02-21
CUST02427,56,Male,West,Smartphone,Electronics,Store,Cash on Delivery,1200.04,4,Late Delivery,No,Great value for money. The smartphone is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2026-03-02
CUST02428,26,Female,East,Headphones,Audio,Mobile App,UPI,1515.91,4,Late Delivery,No,"Wow, the headphones arrived much earlier than promised.",Unexpectedly fast delivery.,Surprise,Yes,2025-08-25
CUST02429,24,Other,East,Smartphone,Electronics,Mobile App,Cash on Delivery,1533.8,4,Late Delivery,Yes,Great value for money. The smartphone is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2025-04-27
CUST02430,34,Female,East,Mouse,Accessories,Marketplace,Net Banking,2191.9,4,None,Yes,I did not expect the mouse to be this good. What a pleasant surprise!,Surprisingly better than expected.,Surprise,Yes,2025-03-09
CUST02431,39,Other,Central,Monitor,Computers,Store,Cash on Delivery,662.74,3,Damaged Product,Yes,The monitor stopped working sooner than expected and support was slow.,Disappointed with the purchase.,Sad,No,2025-06-11
CUST02432,57,Female,West,Speaker,Audio,Marketplace,Cash on Delivery,775.73,2,None,No,This is unacceptable. I received the wrong speaker.,Very angry and frustrated.,Angry,No,2025-09-13
CUST02433,65,Female,West,Speaker,Audio,Mobile App,Cash on Delivery,3759.64,4,Damaged Product,Yes,I did not expect the speaker to be this good. What a pleasant surprise!,Surprisingly better than expected.,Surprise,Yes,2025-02-13
CUST02434,63,Other,North,Smartwatch,Wearables,Marketplace,Debit Card,994.55,5,Poor Quality,No,I am very happy with the smartwatch. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2025-03-11
CUST02435,33,Other,East,Tablet,Electronics,Store,Debit Card,1248.9,5,Support Delay,Yes,"Wow, the tablet arrived much earlier than promised.",Unexpectedly fast delivery.,Surprise,Yes,2025-10-18
CUST02436,56,Male,North,Headphones,Audio,Marketplace,Cash on Delivery,1049.89,4,Damaged Product,No,Great value for money. The headphones is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2025-08-19
CUST02437,55,Male,East,Speaker,Audio,Store,Credit Card,642.85,5,Support Delay,Yes,I am very happy with the speaker. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2025-12-22
CUST02438,39,Female,South,Headphones,Audio,Mobile App,Net Banking,3150.43,5,None,Yes,Great value for money. The headphones is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2025-09-10
CUST02439,58,Other,South,Smartphone,Electronics,Website,Credit Card,778.21,2,Late Delivery,No,The smartphone stopped working sooner than expected and support was slow.,Disappointed with the purchase.,Sad,No,2025-11-14
CUST02440,19,Other,Central,Laptop,Computers,Store,Credit Card,527.03,4,Support Delay,No,I am very happy with the laptop. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2025-06-11
CUST02441,22,Female,North,Smartphone,Electronics,Mobile App,Credit Card,818.13,2,Late Delivery,No,I am disappointed with the smartphone. It did not meet my expectations.,The experience made me unhappy.,Sad,No,2025-04-09
CUST02442,38,Other,West,Smartphone,Electronics,Website,Net Banking,298.54,2,Damaged Product,Yes,The smartphone stopped working sooner than expected and support was slow.,Disappointed with the purchase.,Sad,No,2025-10-07
CUST02443,39,Female,East,Headphones,Audio,Website,UPI,718.14,2,Wrong Item,Yes,I am extremely angry. The headphones arrived damaged and support did not help.,Terrible service and unacceptable experience.,Angry,No,2026-01-16
CUST02444,49,Other,North,Camera,Photography,Website,Credit Card,584.48,1,Support Delay,No,I am extremely angry. The camera arrived damaged and support did not help.,Terrible service and unacceptable experience.,Angry,No,2025-01-22
CUST02445,57,Female,North,Camera,Photography,Marketplace,UPI,1638.16,5,Damaged Product,No,Great value for money. The camera is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2025-11-18
CUST02446,29,Other,South,Camera,Photography,Store,Cash on Delivery,707.88,4,Late Delivery,Yes,Loved the camera! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2026-03-17
CUST02447,63,Female,South,Laptop,Computers,Store,Credit Card,1952.9,5,None,Yes,Great value for money. The laptop is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2026-04-15
CUST02448,21,Female,Central,Keyboard,Accessories,Marketplace,Net Banking,2721.71,5,Damaged Product,No,I am very happy with the keyboard. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2026-04-02
CUST02449,62,Female,North,Mouse,Accessories,Website,Net Banking,1822.13,5,None,Yes,I am very happy with the mouse. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2025-02-15
CUST02450,64,Male,Central,Laptop,Computers,Mobile App,Cash on Delivery,953.36,5,Wrong Item,Yes,Loved the laptop! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-08-01
CUST02451,33,Other,Central,Smartphone,Electronics,Website,Cash on Delivery,1201.98,5,Wrong Item,No,Loved the smartphone! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-12-27
CUST02452,40,Other,North,Laptop,Computers,Marketplace,Debit Card,406.98,4,Poor Quality,Yes,I was surprised by the features and performance of the laptop.,The product surprised me in a good way.,Surprise,Yes,2026-01-25
CUST02453,27,Other,West,Mouse,Accessories,Mobile App,UPI,1005.3,2,Support Delay,Yes,I am disappointed with the mouse. It did not meet my expectations.,The experience made me unhappy.,Sad,No,2025-10-25
CUST02454,40,Female,East,Mouse,Accessories,Website,Cash on Delivery,626.85,5,Wrong Item,Yes,I am very happy with the mouse. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2025-01-30
CUST02455,51,Other,Central,Monitor,Computers,Store,UPI,1722.12,2,Support Delay,No,I am disappointed with the monitor. It did not meet my expectations.,The experience made me unhappy.,Sad,No,2025-12-21
CUST02456,23,Female,West,Tablet,Electronics,Marketplace,Debit Card,5838.85,5,Wrong Item,Yes,Great value for money. The tablet is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2026-03-22
CUST02457,41,Male,Central,Keyboard,Accessories,Store,Cash on Delivery,1517.6,5,None,Yes,Great value for money. The keyboard is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2026-03-12
CUST02458,70,Female,South,Tablet,Electronics,Store,Credit Card,300.59,2,None,Yes,The tablet stopped working sooner than expected and support was slow.,Disappointed with the purchase.,Sad,No,2026-03-26
CUST02459,26,Female,Central,Smartwatch,Wearables,Store,Cash on Delivery,867.14,2,Damaged Product,Yes,I expected better quality from this smartwatch.,I feel let down by the product.,Sad,No,2025-09-03
CUST02460,61,Male,North,Mouse,Accessories,Marketplace,Cash on Delivery,1187.52,5,Support Delay,No,Great value for money. The mouse is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2025-04-21
CUST02461,53,Female,South,Speaker,Audio,Website,UPI,1160.7,5,Late Delivery,No,I did not expect the speaker to be this good. What a pleasant surprise!,Surprisingly better than expected.,Surprise,Yes,2025-02-28
CUST02462,60,Male,East,Headphones,Audio,Store,Net Banking,681.96,4,None,Yes,"Wow, the headphones arrived much earlier than promised.",Unexpectedly fast delivery.,Surprise,Yes,2025-08-02
CUST02463,51,Other,West,Speaker,Audio,Mobile App,Debit Card,1286.19,3,Poor Quality,Yes,The speaker stopped working sooner than expected and support was slow.,Disappointed with the purchase.,Sad,No,2026-02-06
CUST02464,67,Other,North,Smartwatch,Wearables,Website,UPI,489.01,2,Wrong Item,Yes,I am disappointed with the smartwatch. It did not meet my expectations.,The experience made me unhappy.,Sad,No,2025-10-26
CUST02465,19,Female,East,Smartwatch,Wearables,Website,Cash on Delivery,593.36,3,Wrong Item,No,The smartwatch stopped working sooner than expected and support was slow.,Disappointed with the purchase.,Sad,No,2025-11-18
CUST02466,62,Male,East,Tablet,Electronics,Website,Net Banking,1668.65,5,Wrong Item,No,Loved the tablet! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-06-10
CUST02467,21,Male,South,Headphones,Audio,Mobile App,Credit Card,566.69,4,None,Yes,Loved the headphones! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-08-18
CUST02468,46,Male,South,Tablet,Electronics,Store,UPI,1555.94,5,Support Delay,No,I am very happy with the tablet. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2026-06-16
CUST02469,67,Other,North,Speaker,Audio,Store,UPI,450.27,4,Poor Quality,No,Great value for money. The speaker is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2026-03-18
CUST02470,55,Male,West,Smartphone,Electronics,Store,Debit Card,3453.48,2,Poor Quality,Yes,I expected better quality from this smartphone.,I feel let down by the product.,Sad,No,2026-01-26
CUST02471,43,Other,East,Smartwatch,Wearables,Store,Debit Card,662.97,4,Damaged Product,Yes,Loved the smartwatch! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-01-16
CUST02472,34,Other,Central,Headphones,Audio,Marketplace,Credit Card,948.25,4,Support Delay,Yes,I did not expect the headphones to be this good. What a pleasant surprise!,Surprisingly better than expected.,Surprise,Yes,2025-09-08
CUST02473,20,Male,North,Mouse,Accessories,Website,Net Banking,1359.54,5,None,Yes,I did not expect the mouse to be this good. What a pleasant surprise!,Surprisingly better than expected.,Surprise,Yes,2026-01-25
CUST02474,56,Male,Central,Keyboard,Accessories,Marketplace,UPI,759.4,1,Poor Quality,Yes,This is unacceptable. I received the wrong keyboard.,Very angry and frustrated.,Angry,No,2025-01-26
CUST02475,24,Other,Central,Tablet,Electronics,Mobile App,Debit Card,1203.77,3,Poor Quality,Yes,The tablet stopped working sooner than expected and support was slow.,Disappointed with the purchase.,Sad,No,2025-11-08
CUST02476,36,Male,North,Mouse,Accessories,Mobile App,Debit Card,1593.97,4,None,No,"Wow, the mouse arrived much earlier than promised.",Unexpectedly fast delivery.,Surprise,Yes,2025-04-06
CUST02477,37,Male,East,Smartwatch,Wearables,Website,Credit Card,2047.55,5,Late Delivery,No,I am very happy with the smartwatch. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2025-04-29
CUST02478,46,Male,Central,Mouse,Accessories,Store,Cash on Delivery,1834.4,1,None,No,This is unacceptable. I received the wrong mouse.,Very angry and frustrated.,Angry,No,2025-02-18
CUST02479,51,Male,North,Keyboard,Accessories,Website,Credit Card,980.76,4,None,No,Loved the keyboard! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-12-29
CUST02480,47,Female,West,Keyboard,Accessories,Store,UPI,996.94,1,Poor Quality,No,Worst purchase ever! The keyboard is defective and nobody resolved my complaint.,I am furious with the service.,Angry,No,2025-01-28
CUST02481,18,Other,South,Smartwatch,Wearables,Mobile App,Net Banking,5048.87,5,None,Yes,I am very happy with the smartwatch. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2026-02-07
